IDCarro;Oficina;Servico;Mecanico;DataEntrada;DataSaida;Responsavel;Obs;ValorServico
34;RADIOLAB SERVICE LTDA;conserto rádio;ivan;06/07/2005;06/07/2005;ASSIS;foi trocado o capo da antena .;40
17;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/07/2005;08/07/2005;reserva;foi trocado filtro de óleo.;22.50
51;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/07/2005;08/07/2005;rostanda;;14.50
12;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;08/07/2005;08/07/2005;davidson;foi trocado dois pivo.;110
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/07/2005;15/07/2005;amaury;foi trocado filtro de óleo no mesmo dia.;22.50
17;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;15/07/2005;15/07/2005;lucio;foi colocado dois pneus na frente e feito o rodizio.alinhado.balanceado.;285
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/07/2005;15/07/2005;silas;foi trocado filtro de óleo no mesmo dia.;22.50
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/07/2005;15/07/2005;gutemberg;foi trocado so óleo.foi trocado um filtro de ar deste carro no dia 27/07/05;21.50
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;16/07/2005;16/07/2005;tony;foi trocado so óleo.;14.50
22;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;25/07/2005;25/07/2005;thiago;foi trocado so óleo.;14.50
15;WCAR PEÇAS E SERVIÇOS;limpeza da injeção;Toinho;16/07/2005;16/07/2005;reserva;foi trocado um bico injetor que estava queimado.;190
34;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;16/07/2005;16/07/2005;assis;;86
34;WCAR PEÇAS E SERVIÇOS;troca de junta homoc.;Toinho;16/07/2005;16/07/2005;assis;foi trocado a homoc. Do lado esquerdo.;186
21;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;16/07/2005;16/07/2005;lima;foi trocado dois pivo.as buchas da bandeija.pastilha de freio.;165
49;NOVO RUMO;diversos moto;Toinho;15/07/2005;15/07/2005;reserva;foi trocado uma lampada do farol.trocado tambem o aro do farol.;45.85
39;NOVO RUMO;diversos moto;Toinho;15/06/2005;15/06/2005;tacio;foi trocado a lampada do farol que estava queimado.;20.91
22;WCAR PEÇAS E SERVIÇOS;limpeza do radiador;Toinho;18/07/2005;18/07/2005;thiago;foi trocado a espoleta do bloco.aditivo.solda da tampa da caixa de macha.;115
12;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;22/07/2005;22/07/2005;davidson;foi trocdo filtro de óleo no mesmo dia.;22.50
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/07/2005;22/07/2005;edson 1;foi trocado so óleo.filtro de ar.;21.50
43;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;22/07/2005;22/07/2005;ze felinto;foi trocado so óleo.;14.50
19;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/07/2005;23/07/2005;adriano;foi trocado so óleo.foi trocado no mesmo dia um jogo de velas.um mangote do filtro de ar.regulado no gás.;94.50
22;WCAR PEÇAS E SERVIÇOS;troca dos nylon do feixo de mola;Toinho;19/07/2005;19/07/2005;thiago;;55
12;JEOKAR AUTO PEÇAS LTDA.;troca de bomba combustivel;igor;20/07/2005;20/07/2005;davidson;foi trocado o refil da bomba.lavagem geral.retirada do gás.;315
10;ECO GÁS LTDA;limpeza da injeção;Toinho;21/07/2005;21/07/2005;klebio;foi feito uma limpeza na injeção.lavagem geral.retirada do gás.;180
17;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;23/07/2005;23/07/2005;lucio;foi trocado o tensor da correia no memo dia.;160
47;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;23/07/2005;23/07/2005;edson 1;;130
21;WCAR PEÇAS E SERVIÇOS;troca do rele de pisca;Toinho;21/07/2005;21/07/2005;lima;;20
31;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;igor;23/07/2005;23/07/2005;emmanuel;;45
46;NOVO RUMO;diversos moto;Toinho;23/07/2005;23/07/2005;tacio;foi trocado um pneu dianteiro.jogo de tração.sapata de freio.;249
46;NOVO RUMO;troca de óleo;Toinho;23/07/2005;23/07/2005;tacio;;11
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/07/2005;29/07/2005;assis;foi trocado no mesmo dia o filtro de óleo.;22.50
21;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;27/07/2005;27/07/2005;reserva;foi trocado no mesmo dia o filtro de óleo.;22.50
39;NOVO RUMO;diversos moto;Toinho;27/07/2005;27/07/2005;tacio;foi feito a revisão de 16000 km.trocado a fita de freio.;64.94
39;NOVO RUMO;troca de óleo;Toinho;27/07/2005;27/07/2005;tacio;;11
18;RADIOLAB SERVICE LTDA;conserto rádio;ivan;27/07/2005;27/07/2005;davidson;foi trocado um filtro de ar.regulado o gás.trocado três lampadas do painel.;27
41;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;igor;29/07/2005;29/07/2005;tony;esta correia foi trocado por prevenção faltando 1300 km.na convertigás.foi trocado a correia do alternador.;50
31;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;29/07/2005;29/07/2005;emmanuel;;130
21;WCAR PEÇAS E SERVIÇOS;limpeza da injeção;Toinho;26/07/2005;26/07/2005;lima;foi feito limpeza dos bicos.modulo.trocado jogo de junta tbi.;91
40;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;29/07/2005;29/07/2005;gutemberg;esta correia foi trocado por igor da convertgás.;35
50;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;30/07/2005;30/07/2005;edson 2;foi trocado o filtro de óleo no mesmo dia.;22.50
34;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;30/07/2005;30/07/2005;assis;foi trocado hum terminal.dois pivo.dois coxim.;155
46;NOVO RUMO;troca de óleo;Toinho;01/08/2005;01/08/2005;tacio;foi aberto o moto desta moto na garantia.;11
44;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;06/08/2005;06/08/2005;erlando;;14.50
53;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;05/08/2005;05/08/2005;fia;;0
53;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/08/2005;05/08/2005;fia;;0
53;ECO GÁS LTDA;reinstalação de equipamento de gás;igor;01/08/2005;01/08/2005;fia;foi comprado um cavalete.tubulação.mesclador.rele da bomba.eletronica.faixa.instalação de rádio.autorização.inmetro.comando.placas;935
54;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;05/08/2005;05/08/2005;eduardo;;0
54;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/08/2005;05/08/2005;eduardo;;0
54;ECO GÁS LTDA;reinstalação de equipamento de gás;igor;29/07/2005;29/07/2005;eduardo;foi comprado cavalete.emulador.eletronica.rele de bomba.mesclador.tubulação.faixa.comando.autorização.inmetro.instalação de rádio.;905
56;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;01/08/2005;01/08/2005;lima;;0
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/08/2005;01/08/2005;lima;;0
56;ECO GÁS LTDA;reinstalação de equipamento de gás;igor;05/08/2005;05/08/2005;lima;foi comprado tubulação.mesclador.rele de bomba.emulador.eletronica.faixa.inmetro.aut. P/gás.comando.instalação de rádio.placas;935
55;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;01/08/2005;01/08/2005;reserva;;0
55;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/08/2005;01/08/2005;lucio;;0
55;ECO GÁS LTDA;reinstalação de equipamento de gás;igor;05/08/2005;05/08/2005;reserva;foi comprado rele de bomba.eletronica.tubulação.mesclador.cavalete.faixa.comando.emulador.aut.p/gás.inmetro.placa.;905
19;ECO GÁS LTDA;retirada de equipamento de gás;Toinho;01/08/2005;01/08/2005;adriano;;150
20;ECO GÁS LTDA;retirada de equipamento de gás;igor;01/08/2005;01/08/2005;fia;retirada.lavagem.refil da bomba.bico injetor.limpeza do tanque.par de placas.;380
41;RADIOLAB SERVICE LTDA;conserto rádio;ivan;03/08/2005;03/08/2005;tony;foi trocado cabo da antena.suporte da antena.medido estacionaria.;75
21;WCAR PEÇAS E SERVIÇOS;kit gás com nayon;Toinho;10/08/2005;10/08/2005;reserva;foi trocado no mesmo dia uma base da caixa de macha.;120
54;WCAR PEÇAS E SERVIÇOS;kit gás com nayon;Toinho;10/08/2005;10/08/2005;eduardo;;80
53;WCAR PEÇAS E SERVIÇOS;kit gás com nayon;Toinho;11/08/2005;11/08/2005;fia;;80
56;WCAR PEÇAS E SERVIÇOS;kit gás com nayon;Toinho;12/08/2005;12/08/2005;lima;;80
55;WCAR PEÇAS E SERVIÇOS;kit gás com nayon;Toinho;12/08/2005;12/08/2005;lucio;;80
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;10/08/2005;10/08/2005;emmanuel;foi trocado só óleo.;14.50
30;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/08/2005;12/08/2005;robson;foi trocado o filtro de óleo no mesmo dia.;22.50
35;REAL CAR SERVIÇOS AUTOMOTIVOS;alinhamento.balanciamento;Toinho;12/08/2005;12/08/2005;antonio;;15
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/08/2005;12/08/2005;silas;foi trocado so óleo.;14.50
44;WCAR PEÇAS E SERVIÇOS;troca de velas;Toinho;13/08/2005;13/08/2005;erlando;;35
55;PARA FIAT;troca da chave de seta;Toinho;16/08/2005;16/08/2005;lucio;;120
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;17/08/2005;17/08/2005;amaury;foi trocado so óleo.;14.50
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;17/08/2005;17/08/2005;gutemberg;foi trocado so óleo.;14.50
34;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;17/08/2005;17/08/2005;assis;foi feito uma regulagem nas pinces.trocado os bujões de freio.pastilha de freio.foi feito um passe no disco do lado direito.trocado um interruptor de lanterna.este serviço foi feitona paraiba freios.;332
35;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;17/08/2005;17/08/2005;antonio;foin colocado cilicone na bobina.devido a mesma esta vazando corrente.;155
21;WCAR PEÇAS E SERVIÇOS;troca de faixa completa;Toinho;17/08/2005;17/08/2005;reserva;foi feito no mesmo dia uma lavagem completa na auto cleam.;160
51;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/08/2005;18/08/2005;rostanda;foi trocado filtro de óleo no mesmo dia.;22.50
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;19/08/2005;19/08/2005;tony;foi trocado no msemo dia o filtro de óleo.;22.50
16;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;19/08/2005;19/08/2005;reserva;;14.50
15;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;19/08/2005;19/08/2005;klebio;foi trocado so óleo.;14.50
26;CENTRAL DIESEL PEÇAS E SERVIÇOS LTDA.;diversos onibus;Toinho;26/07/2005;26/07/2005;ze felinto;foi trocado a correia do ventilado.rele do alternador.lubrificação.limpeza do alternador.conserto da porta.;170
26;CENTRAL DIESEL PEÇAS E SERVIÇOS LTDA.;troca de óleo;Toinho;18/08/2005;18/08/2005;ze felinto;foi trocado no mesmo dia o filtro de óleo.combustivel.;148
26;UNIDAS VEICULOS E SERVIÇOS LTDA.;Troca de Pneus;Toinho;18/08/2005;18/08/2005;ze felinto;foi colocado dois pneus recapados na trazeira do lado esquerdo.;420
30;WCAR PEÇAS E SERVIÇOS;troca de faixa completa;Toinho;18/08/2005;19/08/2005;robson;foi feito uma lavagem completa no mesmo dia na auto clim.comprado um quebra sol do lado esquerdo.uma lampada do farol.;215
22;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;17/08/2005;17/08/2005;thiago;foi trocado duas barras axial.alinhado e balanceado.;130
31;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;19/08/2005;19/08/2005;emmanuel;foi trocado dois tambor.dois cilindro de roda.jogo de lona.um braço axial lado direito.;305
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/08/2005;23/08/2005;edson 1;foi trocado so óleo.;14.50
18;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/08/2005;23/08/2005;davidson;foi trocado so óleo.;14.50
35;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/08/2005;23/08/2005;antonio;foi trocado so óleo.;14.50
50;WCAR PEÇAS E SERVIÇOS;troca dos cabos de vela;Toinho;23/08/2005;23/08/2005;edson 2;;95
17;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;26/08/2005;26/08/2005;reserva;foi trocado so óleo.;14.50
30;WCAR PEÇAS E SERVIÇOS;troca de colar.plator.disco;Toinho;26/08/2005;26/08/2005;robson;foi trocado duas coifa do cambio e colocado 1 litro de óleo na caixa  .dois rolamentos do cambio.;360
18;WCAR PEÇAS E SERVIÇOS;troca de colar.plator.disco;Toinho;29/08/2005;29/08/2005;adriano;foi trocado uma coifa do cambio.;280
56;ECO GÁS LTDA;troca da val. De abastecimento;igor;30/08/2005;30/08/2005;lima;;90
15;ARTESTOFADOS;conserto do banco;Toinho;30/08/2005;30/08/2005;klebio;;20
35;WCAR PEÇAS E SERVIÇOS;troca do cabo do capú;Toinho;29/08/2005;29/08/2005;antonio;foi trocado no mesmo dia o fitro de ar.;45
50;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;31/08/2005;31/08/2005;edson 2;foi trocado so óleo.foi trocado no dia 05/09 a correia do alternador em geraldo.;39.50
16;WCAR PEÇAS E SERVIÇOS;troca de colar.plator.disco;Toinho;29/08/2005;29/08/2005;adriano;foi trocado no mesmo dia a junta da homc do l/e.;270
44;WCAR PEÇAS E SERVIÇOS;troca dos cabos de vela;Toinho;26/08/2005;26/08/2005;erlando;foi feito no dia 31/08 umaq regulagem dos tuchos que custou r$ 30reais.;115
44;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;27/08/2005;27/08/2005;erlando;foi colocado dois pneus na dianteira.alinhando.balanceado.obs.estes pneus foram comprados na cirne pneus a r$ 133 cada.;281
25;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/09/2005;01/09/2005;antonio;foi trocado so óleo.;42
15;WCAR PEÇAS E SERVIÇOS;troca da coifa;Toinho;01/09/2005;01/09/2005;klebio;foi colocado i litro de óleo de caixa.;34
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;02/09/2005;02/09/2005;assis;foi trocado so óleo.filtro de ar.;24.50
18;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;igor;03/09/2005;03/09/2005;davidson;foi trocado no mesmo dia o tensor da correia dentada.;95
43;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/09/2005;08/09/2005;ze felinto;foi trocado so óleo.;14.50
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;09/09/2005;09/09/2005;emmanuel;foi trocado so óleo.;14.50
22;PARA FIAT;troca do sensor de rotação;Toinho;09/09/2005;09/09/2005;thiago;;112
16;WCAR PEÇAS E SERVIÇOS;troca da espolete do bloco;Toinho;09/09/2005;09/09/2005;adriano;foi trocado no mesmo dia a junta do coletor de escape.;79
40;WCAR PEÇAS E SERVIÇOS;alinhamento.balanciamento;Toinho;01/09/2005;01/09/2005;gutemberg;;10
21;PARA FIAT;troca do sensor de rotação;Toinho;10/09/2005;10/09/2005;reserva;;100
40;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;12/09/2005;12/09/2005;gutemberg;estes pneus foram comprados na cirne pneus a r$ 135 reais cada.;285
44;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/09/2005;14/09/2005;erlando;foi trocado no mesmo dia o filtro de óleo.;22.50
15;AUTO ELÉTRICA DO GERALDO;conserto do eletroventilador do radiador;geraldo;13/09/2005;13/09/2005;klebio;;35
31;AUTO ELÉTRICA DO GERALDO;conserto do eletroventilador do radiador;Toinho;14/09/2005;14/09/2005;emmanuel;foi comprado uma cabeça da alavanca de macha no dia 22/09/05 que custou 35 reais.;70
56;PARA FIAT;jogo de carlotas;Toinho;15/09/2005;15/09/2005;lima;foi comprado no mesmo dia 16 parafusos de rodas.;75
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;16/09/2005;16/09/2005;silas;foi trocado so óleo.;14.50
25;VANCAR COMÉRCIO DE PEÇAS PARA VEICULOS LTDA;troca das pastilhas e disco de freio;Toinho;16/09/2005;16/09/2005;antonio;;183
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;20/09/2005;20/09/2005;lima;foi trocado so óleo.;14.50
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/09/2005;21/09/2005;gutemberg;foi trocado so óleo.;14.50
30;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/09/2005;21/09/2005;robson;;14.50
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/09/2005;23/09/2005;edson 1;foi trocado e filtro de óleo.;22.50
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/09/2005;23/09/2005;amaury;foi trocado so óleo.;14.50
30;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;22/09/2005;22/09/2005;robson;foi trocado o tensor da correia por prevenção.uma lampada do farol.correia do alternador.;190
41;WCAR PEÇAS E SERVIÇOS;troca da correia do alternador;Toinho;23/09/2005;23/09/2005;tony;;15
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;24/09/2005;24/09/2005;tony;;14.50
16;WCAR PEÇAS E SERVIÇOS;troca do cano d agua;Toinho;22/09/2005;22/09/2005;davidson;foi feito no mesmo dia a troca das escovas do alternador de voltagem.colocado 1 litro de óleo de cambio.;115
16;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;27/09/2005;27/09/2005;reserva;foi trocado no mesmo dia o filtro de óleo.;24.50
15;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;24/09/2005;24/09/2005;klebio;foi trocado no mesmo dia o filtro de óleo.foi trocado no dia 29/09 o cabo do acelerador.;79.50
55;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;30/09/2005;30/09/2005;lucio;;14.50
53;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;30/09/2005;30/09/2005;fia;;14.50
34;AUTO ELÉTRICA DO GERALDO;conserto do sistema de refrigeração;Toinho;28/09/2005;28/09/2005;assis;foi retirado a val.do bloco.;30
25;VANCAR COMÉRCIO DE PEÇAS PARA VEICULOS LTDA;suspenção diversos;Toinho;29/09/2005;29/09/2005;antonio;foi feito a cambagem.troca das borrachas do eixo.troca da junta do cabeçote na garantia.troca das correias do alternador.troca da base da caixa.;446
25;VANCAR COMÉRCIO DE PEÇAS PARA VEICULOS LTDA;troca de óleo;Toinho;29/09/2005;29/09/2005;antonio;foi trocado no mesmo dia o filtro de óleo.;106
18;WCAR PEÇAS E SERVIÇOS;retirada de equipamento de gás;Toinho;29/09/2005;29/09/2005;reserva;foi colocado dois amortecedores.duas buchas do tirante.uma barra axial.1 refil da bomba.limpeza do tanque.limpeza do modulo.limpeza da injeção.alinhado.lavagem geral.;703
21;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/01/2005;01/10/2005;reserva;foi trocado no mesmo dia o cabo do acelerado.;69.50
50;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/10/2005;05/10/2005;edson 2;foi trocado so óleo;14.50
51;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/10/2005;05/10/2005;rostanda;foi trocado so óleo;14.50
21;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/10/2005;05/10/2005;reserva;foi trocado no mesmo dia o filtro de ar.;20.50
49;NOVO RUMO;troca de óleo;Toinho;05/10/2005;05/10/2005;reserva;;11
49;WCAR PEÇAS E SERVIÇOS;revisão da parte elétrica;Toinho;05/10/2005;05/10/2005;reserva;;40
39;NOVO RUMO;revisão da parte elétrica;Toinho;05/10/2005;05/10/2005;tacio;foi trocado no mesmo a guarnição do tp.borracha do pedal de apoio.;61.14
39;NOVO RUMO;troca de óleo;Toinho;05/10/2005;05/10/2005;tacio;;11
46;NOVO RUMO;troca de óleo;Toinho;05/10/2005;05/10/2005;tacio;;11
46;NOVO RUMO;revisão da parte elétrica;Toinho;05/10/2005;05/10/2005;tacio;foi trocado a borracha do pedal de apoio.retentor de óleo.;60.30
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/10/2005;08/10/2005;assis;foi trocado so óleo;14.50
47;WCAR PEÇAS E SERVIÇOS;troca de rolamento;Toinho;01/10/2005;01/10/2005;edson 1;foi trocado o rolamento de roda do lado direito.;70
25;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;alinhamento.balanciamento;Toinho;07/10/2005;07/10/2005;antonio;foi feito este alinhamento com cambagem na michelin pneus.;70
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/10/2005;14/10/2005;emmanuel;foi trocado o filtro de óleo no mesmo dia.;22.50
54;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/10/2005;14/10/2005;eduardo;foi trocado so óleo.;14.50
43;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/10/2005;14/10/2005;ze felinto;foi trocado no mesmo dia o filtro de óleo.foi trocado no dia 13/10 a abraçadeira do feixo de mola.que custou 21 reais.kit de naylon do feixo de mola.;68.50
35;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/10/2005;18/10/2005;antonio;foi trocado so óleo.;14.50
22;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/10/2005;14/10/2005;thiago;foi feito uma regulagem de gás no mesmo dia.;32.50
15;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;14/10/2005;14/10/2005;klebio;foi trocado no mesmo dia sa juntas do coletor.junta de escape.;81
21;WCAR PEÇAS E SERVIÇOS;serviço de solda;Toinho;14/10/2005;14/10/2005;reserva;foi trocado as juntas do coletor de escape.junta do escape.foi trocado no dia seguinte o anel da tampa lateral.;69
31;AUTO ELÉTRICA DO GERALDO;troca do tanque do radiador;Toinho;17/10/2005;17/10/2005;emmanuel;;70
44;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/10/2005;21/10/2005;erlando;foi trocado so óleo.;14.50
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/10/2005;21/10/2005;lima;foi trocado so óleo.;14.50
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/10/2005;21/10/2005;silas;foi trocado no mesmo dia o filtro de óleo.;22.50
22;WCAR PEÇAS E SERVIÇOS;troca da trizeta do cambio;Toinho;18/10/2005;18/10/2005;thiago;foi trocado no mesmo dia uma coifa do cambio c/rolamento.bujão da caixa.oleo da caixa.foi trocado quadro planetarios da caixa de macha.foi colocado esticador.foi trocado no mesmo dia a base da caixa.;652
41;WCAR PEÇAS E SERVIÇOS;troca da quemalheira do celta;Toinho;25/10/2005;25/10/2005;tony;foi trocado no mesmo dia o impulsor de partida.a quemalhera custou 160 reais em jonas.;330
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;27/10/2005;27/10/2005;gutemberg;foi trocado no mesmo dia o filtro de óleo.;22.50
40;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;27/10/2005;27/10/2005;gutemberg;;130
52;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;27/10/2005;27/10/2005;silas;;130
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;28/10/2005;28/10/2005;edson 1;foi trocado so óleo;14.50
22;WCAR PEÇAS E SERVIÇOS;troca de bomba d agua;Toinho;29/10/2005;29/10/2005;thiago;;184
15;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;04/11/2005;04/11/2005;klebio;;14.50
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;04/11/2005;04/11/2005;tony;foi trocado o mangote do filtro de ar.;44.50
50;WCAR PEÇAS E SERVIÇOS;troca de velas;Toinho;01/11/2005;01/11/2005;edson 2;foi trocado no mesmo dia oa cabos de vela (garantia).;35
